Area,Mean,Median,Period Start Date,Period End Date,Property Type
Croydon,1140.0,1100.0,2019/04/01,2020/03/31,All categories
Croydon,604.0,550.0,2020/04/01,2021/03/31,Room
Croydon,790.0,793.0,2020/04/01,2021/03/31,Studio
Croydon,989.0,965.0,2020/04/01,2021/03/31,One Bedroom
Croydon,1237.0,1200.0,2020/04/01,2021/03/31,Two Bedrooms
Croydon,1475.0,1490.0,2020/04/01,2021/03/31,Three Bedrooms
Croydon,1926.0,1895.0,2020/04/01,2021/03/31,Four or more Bedrooms
Croydon,1193.0,1150.0,2020/04/01,2021/03/31,All categories
Croydon,568.0,538.0,2021/04/01,2022/03/31,Room
Croydon,815.0,800.0,2021/04/01,2022/03/31,Studio
Croydon,991.0,950.0,2021/04/01,2022/03/31,One Bedroom
Croydon,1248.0,1250.0,2021/04/01,2022/03/31,Two Bedrooms
Croydon,1540.0,1500.0,2021/04/01,2022/03/31,Three Bedrooms
Croydon,2088.0,1975.0,2021/04/01,2022/03/31,Four or more Bedrooms
Croydon,1241.0,1200.0,2021/04/01,2022/03/31,All categories
Croydon,529.0,540.0,2018/10/01,2019/09/30,Room
Croydon,745.0,750.0,2018/10/01,2019/09/30,Studio
Croydon,950.0,925.0,2018/10/01,2019/09/30,One Bedroom
Croydon,1203.0,1200.0,2018/10/01,2019/09/30,Two Bedrooms
Croydon,1424.0,1425.0,2018/10/01,2019/09/30,Three Bedrooms
Croydon,1920.0,1835.0,2018/10/01,2019/09/30,Four or more Bedrooms
Croydon,1136.0,1100.0,2018/10/01,2019/09/30,All categories
Croydon,605.0,580.0,2019/10/01,2020/09/30,Room
Croydon,762.0,750.0,2019/10/01,2020/09/30,Studio
Croydon,964.0,950.0,2019/10/01,2020/09/30,One Bedroom
Croydon,1215.0,1200.0,2019/10/01,2020/09/30,Two Bedrooms
Croydon,1439.0,1450.0,2019/10/01,2020/09/30,Three Bedrooms
Croydon,1940.0,1873.0,2019/10/01,2020/09/30,Four or more Bedrooms
Croydon,1155.0,1129.0,2019/10/01,2020/09/30,All categories
Croydon,739.0,825.0,2020/10/01,2021/09/30,Room
Croydon,797.0,800.0,2020/10/01,2021/09/30,Studio
Croydon,1003.0,975.0,2020/10/01,2021/09/30,One Bedroom
Croydon,1249.0,1250.0,2020/10/01,2021/09/30,Two Bedrooms
Croydon,1535.0,1500.0,2020/10/01,2021/09/30,Three Bedrooms
Croydon,1966.0,1900.0,2020/10/01,2021/09/30,Four or more Bedrooms
Croydon,1240.0,1200.0,2020/10/01,2021/09/30,All categories
Ealing,624.0,600.0,2019/04/01,2020/03/31,Room
Ealing,900.0,900.0,2019/04/01,2020/03/31,Studio
Ealing,1222.0,1248.0,2019/04/01,2020/03/31,One Bedroom
Ealing,1509.0,1495.0,2019/04/01,2020/03/31,Two Bedrooms
Ealing,1920.0,1800.0,2019/04/01,2020/03/31,Three Bedrooms
Ealing,2687.0,2500.0,2019/04/01,2020/03/31,Four or more Bedrooms
Ealing,1569.0,1425.0,2019/04/01,2020/03/31,All categories
Ealing,829.0,800.0,2020/04/01,2021/03/31,Room
Ealing,981.0,974.0,2020/04/01,2021/03/31,Studio
Ealing,1245.0,1248.0,2020/04/01,2021/03/31,One Bedroom
Ealing,1559.0,1500.0,2020/04/01,2021/03/31,Two Bedrooms
Ealing,1974.0,1898.0,2020/04/01,2021/03/31,Three Bedrooms
Ealing,2750.0,2449.0,2020/04/01,2021/03/31,Four or more Bedrooms
Ealing,1544.0,1425.0,2020/04/01,2021/03/31,All categories
Ealing,668.0,675.0,2021/04/01,2022/03/31,Room
Ealing,932.0,925.0,2021/04/01,2022/03/31,Studio
Ealing,1238.0,1225.0,2021/04/01,2022/03/31,One Bedroom
Ealing,1530.0,1475.0,2021/04/01,2022/03/31,Two Bedrooms
Ealing,1907.0,1817.0,2021/04/01,2022/03/31,Three Bedrooms
Ealing,2716.0,2450.0,2021/04/01,2022/03/31,Four or more Bedrooms
Ealing,1542.0,1400.0,2021/04/01,2022/03/31,All categories
Ealing,668.0,645.0,2018/10/01,2019/09/30,Room
Ealing,917.0,935.0,2018/10/01,2019/09/30,Studio
Ealing,1199.0,1200.0,2018/10/01,2019/09/30,One Bedroom
Ealing,1437.0,1430.0,2018/10/01,2019/09/30,Two Bedrooms
Ealing,1755.0,1699.0,2018/10/01,2019/09/30,Three Bedrooms
Ealing,2481.0,2200.0,2018/10/01,2019/09/30,Four or more Bedrooms
Ealing,1463.0,1350.0,2018/10/01,2019/09/30,All categories
Ealing,784.0,780.0,2019/10/01,2020/09/30,Room
Ealing,908.0,900.0,2019/10/01,2020/09/30,Studio
Ealing,1238.0,1250.0,2019/10/01,2020/09/30,One Bedroom
Ealing,1531.0,1495.0,2019/10/01,2020/09/30,Two Bedrooms
Ealing,1955.0,1850.0,2019/10/01,2020/09/30,Three Bedrooms
Ealing,2804.0,2500.0,2019/10/01,2020/09/30,Four or more Bedrooms
Ealing,1568.0,1425.0,2019/10/01,2020/09/30,All categories
Ealing,715.0,700.0,2020/10/01,2021/09/30,Room
Ealing,985.0,975.0,2020/10/01,2021/09/30,Studio
Ealing,1222.0,1220.0,2020/10/01,2021/09/30,One Bedroom
Ealing,1512.0,1495.0,2020/10/01,2021/09/30,Two Bedrooms
Ealing,1915.0,1800.0,2020/10/01,2021/09/30,Three Bedrooms
Ealing,2551.0,2426.0,2020/10/01,2021/09/30,Four or more Bedrooms
Ealing,1511.0,1400.0,2020/10/01,2021/09/30,All categories
Enfield,553.0,538.0,2019/04/01,2020/03/31,Room
Enfield,845.0,850.0,2019/04/01,2020/03/31,Studio
Enfield,999.0,950.0,2019/04/01,2020/03/31,One Bedroom
Enfield,1304.0,1300.0,2019/04/01,2020/03/31,Two Bedrooms
Enfield,1596.0,1550.0,2019/04/01,2020/03/31,Three Bedrooms
Enfield,2043.0,2100.0,2019/04/01,2020/03/31,Four or more Bedrooms
Enfield,1292.0,1250.0,2019/04/01,2020/03/31,All categories
Enfield,553.0,540.0,2020/04/01,2021/03/31,Room
Enfield,831.0,850.0,2020/04/01,2021/03/31,Studio
Enfield,1035.0,1000.0,2020/04/01,2021/03/31,One Bedroom
Enfield,1316.0,1300.0,2020/04/01,2021/03/31,Two Bedrooms
Enfield,1589.0,1600.0,2020/04/01,2021/03/31,Three Bedrooms
Enfield,2052.0,2000.0,2020/04/01,2021/03/31,Four or more Bedrooms
Enfield,1327.0,1300.0,2020/04/01,2021/03/31,All categories
Enfield,774.0,807.0,2021/04/01,2022/03/31,Room
Enfield,788.0,810.0,2021/04/01,2022/03/31,Studio
Enfield,1049.0,1025.0,2021/04/01,2022/03/31,One Bedroom
Enfield,1349.0,1328.0,2021/04/01,2022/03/31,Two Bedrooms
Enfield,1645.0,1613.0,2021/04/01,2022/03/31,Three Bedrooms
Enfield,2200.0,2000.0,2021/04/01,2022/03/31,Four or more Bedrooms
Enfield,1359.0,1300.0,2021/04/01,2022/03/31,All categories
Enfield,583.0,550.0,2018/10/01,2019/09/30,Room
Enfield,835.0,825.0,2018/10/01,2019/09/30,Studio
Enfield,1062.0,1050.0,2018/10/01,2019/09/30,One Bedroom
Enfield,1323.0,1300.0,2018/10/01,2019/09/30,Two Bedrooms
Enfield,1661.0,1560.0,2018/10/01,2019/09/30,Three Bedrooms
Enfield,2229.0,2000.0,2018/10/01,2019/09/30,Four or more Bedrooms
Enfield,1310.0,1250.0,2018/10/01,2019/09/30,All categories
Enfield,630.0,550.0,2019/10/01,2020/09/30,Room
Enfield,844.0,850.0,2019/10/01,2020/09/30,Studio
Enfield,979.0,950.0,2019/10/01,2020/09/30,One Bedroom
Enfield,1301.0,1300.0,2019/10/01,2020/09/30,Two Bedrooms
Enfield,1569.0,1533.0,2019/10/01,2020/09/30,Three Bedrooms
Enfield,1991.0,1826.0,2019/10/01,2020/09/30,Four or more Bedrooms
Enfield,1301.0,1265.0,2019/10/01,2020/09/30,All categories
Enfield,690.0,600.0,2020/10/01,2021/09/30,Room
Enfield,816.0,850.0,2020/10/01,2021/09/30,Studio
Enfield,1035.0,1000.0,2020/10/01,2021/09/30,One Bedroom
Enfield,1329.0,1300.0,2020/10/01,2021/09/30,Two Bedrooms
Enfield,1625.0,1600.0,2020/10/01,2021/09/30,Three Bedrooms
Enfield,2169.0,2100.0,2020/10/01,2021/09/30,Four or more Bedrooms
Enfield,1342.0,1300.0,2020/10/01,2021/09/30,All categories
Greenwich,671.0,625.0,2019/04/01,2020/03/31,Room
Greenwich,971.0,900.0,2019/04/01,2020/03/31,Studio
Greenwich,1210.0,1250.0,2019/04/01,2020/03/31,One Bedroom
Greenwich,1458.0,1400.0,2019/04/01,2020/03/31,Two Bedrooms
Greenwich,1772.0,1625.0,2019/04/01,2020/03/31,Three Bedrooms
Greenwich,2276.0,2100.0,2019/04/01,2020/03/31,Four or more Bedrooms
Greenwich,1476.0,1375.0,2019/04/01,2020/03/31,All categories
Greenwich,680.0,670.0,2020/04/01,2021/03/31,Room
Greenwich,945.0,875.0,2020/04/01,2021/03/31,Studio
Greenwich,1195.0,1200.0,2020/04/01,2021/03/31,One Bedroom
Greenwich,1457.0,1400.0,2020/04/01,2021/03/31,Two Bedrooms
Greenwich,1711.0,1600.0,2020/04/01,2021/03/31,Three Bedrooms
Greenwich,2069.0,1950.0,2020/04/01,2021/03/31,Four or more Bedrooms
Greenwich,1422.0,1350.0,2020/04/01,2021/03/31,All categories
Greenwich,638.0,625.0,2021/04/01,2022/03/31,Room
Greenwich,938.0,950.0,2021/04/01,2022/03/31,Studio
Greenwich,1220.0,1200.0,2021/04/01,2022/03/31,One Bedroom
Greenwich,1445.0,1400.0,2021/04/01,2022/03/31,Two Bedrooms
Greenwich,1785.0,1700.0,2021/04/01,2022/03/31,Three Bedrooms
Greenwich,2545.0,2225.0,2021/04/01,2022/03/31,Four or more Bedrooms
Greenwich,1484.0,1375.0,2021/04/01,2022/03/31,All categories
Greenwich,655.0,613.0,2018/10/01,2019/09/30,Room
Greenwich,897.0,813.0,2018/10/01,2019/09/30,Studio
Greenwich,1171.0,1200.0,2018/10/01,2019/09/30,One Bedroom
Greenwich,1432.0,1350.0,2018/10/01,2019/09/30,Two Bedrooms
Greenwich,1714.0,1600.0,2018/10/01,2019/09/30,Three Bedrooms
Greenwich,2128.0,1850.0,2018/10/01,2019/09/30,Four or more Bedrooms
Greenwich,1404.0,1350.0,2018/10/01,2019/09/30,All categories
Greenwich,756.0,738.0,2019/10/01,2020/09/30,Room
Greenwich,957.0,850.0,2019/10/01,2020/09/30,Studio
Greenwich,1242.0,1250.0,2019/10/01,2020/09/30,One Bedroom
Greenwich,1477.0,1400.0,2019/10/01,2020/09/30,Two Bedrooms
Greenwich,1775.0,1650.0,2019/10/01,2020/09/30,Three Bedrooms
Greenwich,2205.0,2200.0,2019/10/01,2020/09/30,Four or more Bedrooms
Greenwich,1494.0,1400.0,2019/10/01,2020/09/30,All categories
Greenwich,651.0,650.0,2020/10/01,2021/09/30,Room
Greenwich,959.0,900.0,2020/10/01,2021/09/30,Studio
Greenwich,1192.0,1200.0,2020/10/01,2021/09/30,One Bedroom
Greenwich,1452.0,1400.0,2020/10/01,2021/09/30,Two Bedrooms
Greenwich,1743.0,1650.0,2020/10/01,2021/09/30,Three Bedrooms
Greenwich,2322.0,2000.0,2020/10/01,2021/09/30,Four or more Bedrooms
Greenwich,1444.0,1350.0,2020/10/01,2021/09/30,All categories
Harrow,608.0,600.0,2019/04/01,2020/03/31,Room
Harrow,801.0,800.0,2019/04/01,2020/03/31,Studio
Harrow,1030.0,1050.0,2019/04/01,2020/03/31,One Bedroom
Harrow,1298.0,1300.0,2019/04/01,2020/03/31,Two Bedrooms
Harrow,1613.0,1600.0,2019/04/01,2020/03/31,Three Bedrooms
Harrow,2042.0,2000.0,2019/04/01,2020/03/31,Four or more Bedrooms
Harrow,1387.0,1350.0,2019/04/01,2020/03/31,All categories
Harrow,596.0,600.0,2020/04/01,2021/03/31,Room
Harrow,836.0,850.0,2020/04/01,2021/03/31,Studio
Harrow,1074.0,1055.0,2020/04/01,2021/03/31,One Bedroom
Harrow,1352.0,1325.0,2020/04/01,2021/03/31,Two Bedrooms
Harrow,1654.0,1650.0,2020/04/01,2021/03/31,Three Bedrooms
Harrow,2093.0,2000.0,2020/04/01,2021/03/31,Four or more Bedrooms
Harrow,1417.0,1350.0,2020/04/01,2021/03/31,All categories
Harrow,567.0,525.0,2021/04/01,2022/03/31,Room
Harrow,802.0,798.0,2021/04/01,2022/03/31,Studio
Harrow,1085.0,1075.0,2021/04/01,2022/03/31,One Bedroom
Harrow,1339.0,1300.0,2021/04/01,2022/03/31,Two Bedrooms
Harrow,1651.0,1650.0,2021/04/01,2022/03/31,Three Bedrooms
Harrow,2032.0,1950.0,2021/04/01,2022/03/31,Four or more Bedrooms
Harrow,1407.0,1350.0,2021/04/01,2022/03/31,All categories
Harrow,571.0,537.0,2018/10/01,2019/09/30,Room
Harrow,913.0,875.0,2018/10/01,2019/09/30,Studio
Harrow,1098.0,1095.0,2018/10/01,2019/09/30,One Bedroom
Harrow,1318.0,1300.0,2018/10/01,2019/09/30,Two Bedrooms
Harrow,1605.0,1600.0,2018/10/01,2019/09/30,Three Bedrooms
Harrow,2173.0,1995.0,2018/10/01,2019/09/30,Four or more Bedrooms
Harrow,1407.0,1350.0,2018/10/01,2019/09/30,All categories
Harrow,603.0,600.0,2019/10/01,2020/09/30,Room
Harrow,871.0,875.0,2019/10/01,2020/09/30,Studio
Harrow,1059.0,1075.0,2019/10/01,2020/09/30,One Bedroom
Harrow,1345.0,1350.0,2019/10/01,2020/09/30,Two Bedrooms
Harrow,1650.0,1650.0,2019/10/01,2020/09/30,Three Bedrooms
Harrow,2050.0,1950.0,2019/10/01,2020/09/30,Four or more Bedrooms
Harrow,1445.0,1442.0,2019/10/01,2020/09/30,All categories
Harrow,579.0,550.0,2020/10/01,2021/09/30,Room
Harrow,796.0,800.0,2020/10/01,2021/09/30,Studio
Harrow,1059.0,1050.0,2020/10/01,2021/09/30,One Bedroom
Harrow,1328.0,1300.0,2020/10/01,2021/09/30,Two Bedrooms
Harrow,1646.0,1650.0,2020/10/01,2021/09/30,Three Bedrooms
Harrow,2059.0,2000.0,2020/10/01,2021/09/30,Four or more Bedrooms
Harrow,1386.0,1350.0,2020/10/01,2021/09/30,All categories
Havering,562.0,650.0,2019/04/01,2020/03/31,Room
Havering,669.0,698.0,2019/04/01,2020/03/31,Studio
Havering,874.0,850.0,2019/04/01,2020/03/31,One Bedroom
Havering,1108.0,1100.0,2019/04/01,2020/03/31,Two Bedrooms
Havering,1374.0,1375.0,2019/04/01,2020/03/31,Three Bedrooms
Havering,1771.0,1700.0,2019/04/01,2020/03/31,Four or more Bedrooms
Havering,1169.0,1150.0,2019/04/01,2020/03/31,All categories
Havering,643.0,675.0,2020/04/01,2021/03/31,Room
Havering,716.0,700.0,2020/04/01,2021/03/31,Studio
Havering,909.0,900.0,2020/04/01,2021/03/31,One Bedroom
Havering,1139.0,1150.0,2020/04/01,2021/03/31,Two Bedrooms
Havering,1396.0,1375.0,2020/04/01,2021/03/31,Three Bedrooms
Havering,1770.0,1720.0,2020/04/01,2021/03/31,Four or more Bedrooms
Havering,1198.0,1195.0,2020/04/01,2021/03/31,All categories
Havering,655.0,675.0,2021/04/01,2022/03/31,Room
Havering,772.0,773.0,2021/04/01,2022/03/31,Studio
Havering,932.0,925.0,2021/04/01,2022/03/31,One Bedroom
Havering,1169.0,1150.0,2021/04/01,2022/03/31,Two Bedrooms
Havering,1412.0,1400.0,2021/04/01,2022/03/31,Three Bedrooms
Havering,1806.0,1750.0,2021/04/01,2022/03/31,Four or more Bedrooms
Havering,1217.0,1200.0,2021/04/01,2022/03/31,All categories
Havering,461.0,412.0,2018/10/01,2019/09/30,Room
Havering,664.0,670.0,2018/10/01,2019/09/30,Studio
Havering,884.0,875.0,2018/10/01,2019/09/30,One Bedroom
Havering,1112.0,1100.0,2018/10/01,2019/09/30,Two Bedrooms
Havering,1377.0,1350.0,2018/10/01,2019/09/30,Three Bedrooms
Havering,1837.0,1750.0,2018/10/01,2019/09/30,Four or more Bedrooms
Havering,1169.0,1150.0,2018/10/01,2019/09/30,All categories
Havering,638.0,650.0,2019/10/01,2020/09/30,Room
Havering,669.0,700.0,2019/10/01,2020/09/30,Studio
Havering,891.0,900.0,2019/10/01,2020/09/30,One Bedroom
Havering,1120.0,1100.0,2019/10/01,2020/09/30,Two Bedrooms
Havering,1384.0,1375.0,2019/10/01,2020/09/30,Three Bedrooms
Havering,1714.0,1655.0,2019/10/01,2020/09/30,Four or more Bedrooms
Havering,1175.0,1150.0,2019/10/01,2020/09/30,All categories
Havering,644.0,675.0,2020/10/01,2021/09/30,Room
Havering,770.0,750.0,2020/10/01,2021/09/30,Studio
Havering,914.0,900.0,2020/10/01,2021/09/30,One Bedroom
Havering,1151.0,1150.0,2020/10/01,2021/09/30,Two Bedrooms
Havering,1393.0,1395.0,2020/10/01,2021/09/30,Three Bedrooms
Havering,1752.0,1720.0,2020/10/01,2021/09/30,Four or more Bedrooms
Havering,1201.0,1195.0,2020/10/01,2021/09/30,All categories
Hillingdon,589.0,595.0,2019/04/01,2020/03/31,Room
Hillingdon,773.0,750.0,2019/04/01,2020/03/31,Studio
Hillingdon,1027.0,1000.0,2019/04/01,2020/03/31,One Bedroom
Hillingdon,1230.0,1228.0,2019/04/01,2020/03/31,Two Bedrooms
Hillingdon,1391.0,1375.0,2019/04/01,2020/03/31,Three Bedrooms
Hillingdon,1970.0,1863.0,2019/04/01,2020/03/31,Four or more Bedrooms
Hillingdon,1200.0,1200.0,2019/04/01,2020/03/31,All categories
Hillingdon,637.0,613.0,2020/04/01,2021/03/31,Room
Hillingdon,828.0,800.0,2020/04/01,2021/03/31,Studio
Hillingdon,1061.0,1050.0,2020/04/01,2021/03/31,One Bedroom
Hillingdon,1301.0,1300.0,2020/04/01,2021/03/31,Two Bedrooms
Hillingdon,1504.0,1500.0,2020/04/01,2021/03/31,Three Bedrooms
Hillingdon,2113.0,2000.0,2020/04/01,2021/03/31,Four or more Bedrooms
Hillingdon,1279.0,1250.0,2020/04/01,2021/03/31,All categories
Hillingdon,605.0,600.0,2021/04/01,2022/03/31,Room
Hillingdon,805.0,750.0,2021/04/01,2022/03/31,Studio
Hillingdon,981.0,975.0,2021/04/01,2022/03/31,One Bedroom
Hillingdon,1246.0,1250.0,2021/04/01,2022/03/31,Two Bedrooms
Hillingdon,1451.0,1450.0,2021/04/01,2022/03/31,Three Bedrooms
Hillingdon,2060.0,1950.0,2021/04/01,2022/03/31,Four or more Bedrooms
Hillingdon,1208.0,1175.0,2021/04/01,2022/03/31,All categories
Hillingdon,624.0,600.0,2018/10/01,2019/09/30,Room
Hillingdon,747.0,700.0,2018/10/01,2019/09/30,Studio
Hillingdon,993.0,995.0,2018/10/01,2019/09/30,One Bedroom
Hillingdon,1264.0,1250.0,2018/10/01,2019/09/30,Two Bedrooms
Hillingdon,1466.0,1500.0,2018/10/01,2019/09/30,Three Bedrooms
Hillingdon,2172.0,2000.0,2018/10/01,2019/09/30,Four or more Bedrooms
Hillingdon,1270.0,1200.0,2018/10/01,2019/09/30,All categories
Hillingdon,565.0,585.0,2019/10/01,2020/09/30,Room
Hillingdon,759.0,750.0,2019/10/01,2020/09/30,Studio
Hillingdon,1058.0,1000.0,2019/10/01,2020/09/30,One Bedroom
Hillingdon,1277.0,1275.0,2019/10/01,2020/09/30,Two Bedrooms
Hillingdon,1435.0,1400.0,2019/10/01,2020/09/30,Three Bedrooms
Hillingdon,1946.0,1857.0,2019/10/01,2020/09/30,Four or more Bedrooms
Hillingdon,1244.0,1250.0,2019/10/01,2020/09/30,All categories
Hillingdon,585.0,550.0,2020/10/01,2021/09/30,Room
Hillingdon,840.0,795.0,2020/10/01,2021/09/30,Studio
Hillingdon,1022.0,1000.0,2020/10/01,2021/09/30,One Bedroom
Hillingdon,1271.0,1275.0,2020/10/01,2021/09/30,Two Bedrooms
Hillingdon,1452.0,1475.0,2020/10/01,2021/09/30,Three Bedrooms
Hillingdon,2181.0,2000.0,2020/10/01,2021/09/30,Four or more Bedrooms
Hillingdon,1260.0,1200.0,2020/10/01,2021/09/30,All categories
Hounslow,626.0,600.0,2019/04/01,2020/03/31,Room
Hounslow,791.0,753.0,2019/04/01,2020/03/31,Studio
Hounslow,1139.0,1095.0,2019/04/01,2020/03/31,One Bedroom
Hounslow,1347.0,1285.0,2019/04/01,2020/03/31,Two Bedrooms
Hounslow,1638.0,1550.0,2019/04/01,2020/03/31,Three Bedrooms
Hounslow,2346.0,1950.0,2019/04/01,2020/03/31,Four or more Bedrooms
Hounslow,1352.0,1275.0,2019/04/01,2020/03/31,All categories
Hounslow,572.0,550.0,2020/04/01,2021/03/31,Room
Hounslow,819.0,800.0,2020/04/01,2021/03/31,Studio
Hounslow,1102.0,1050.0,2020/04/01,2021/03/31,One Bedroom
Hounslow,1351.0,1300.0,2020/04/01,2021/03/31,Two Bedrooms
Hounslow,1673.0,1600.0,2020/04/01,2021/03/31,Three Bedrooms
Hounslow,2376.0,2000.0,2020/04/01,2021/03/31,Four or more Bedrooms
Hounslow,1392.0,1300.0,2020/04/01,2021/03/31,All categories
Hounslow,574.0,578.0,2021/04/01,2022/03/31,Room
Hounslow,852.0,850.0,2021/04/01,2022/03/31,Studio
Hounslow,1167.0,1150.0,2021/04/01,2022/03/31,One Bedroom
Hounslow,1442.0,1350.0,2021/04/01,2022/03/31,Two Bedrooms
Hounslow,1737.0,1650.0,2021/04/01,2022/03/31,Three Bedrooms
Hounslow,2845.0,2225.0,2021/04/01,2022/03/31,Four or more Bedrooms
Hounslow,1447.0,1350.0,2021/04/01,2022/03/31,All categories
Hounslow,586.0,600.0,2018/10/01,2019/09/30,Room
Hounslow,804.0,795.0,2018/10/01,2019/09/30,Studio
Hounslow,1148.0,1075.0,2018/10/01,2019/09/30,One Bedroom
Hounslow,1404.0,1313.0,2018/10/01,2019/09/30,Two Bedrooms
Hounslow,1682.0,1600.0,2018/10/01,2019/09/30,Three Bedrooms
Hounslow,2679.0,1995.0,2018/10/01,2019/09/30,Four or more Bedrooms
Hounslow,1432.0,1312.0,2018/10/01,2019/09/30,All categories
Hounslow,637.0,650.0,2019/10/01,2020/09/30,Room
Hounslow,807.0,775.0,2019/10/01,2020/09/30,Studio
Hounslow,1159.0,1100.0,2019/10/01,2020/09/30,One Bedroom
Hounslow,1387.0,1300.0,2019/10/01,2020/09/30,Two Bedrooms
Hounslow,1726.0,1650.0,2019/10/01,2020/09/30,Three Bedrooms
Hounslow,2583.0,2125.0,2019/10/01,2020/09/30,Four or more Bedrooms
Hounslow,1416.0,1300.0,2019/10/01,2020/09/30,All categories
Hounslow,596.0,600.0,2020/10/01,2021/09/30,Room
Hounslow,819.0,800.0,2020/10/01,2021/09/30,Studio
Hounslow,1107.0,1050.0,2020/10/01,2021/09/30,One Bedroom
Hounslow,1353.0,1300.0,2020/10/01,2021/09/30,Two Bedrooms
Hounslow,1668.0,1600.0,2020/10/01,2021/09/30,Three Bedrooms
Hounslow,2325.0,1900.0,2020/10/01,2021/09/30,Four or more Bedrooms
Hounslow,1378.0,1300.0,2020/10/01,2021/09/30,All categories
Kingston upon Thames,540.0,522.0,2019/04/01,2020/03/31,Room
Kingston upon Thames,858.0,850.0,2019/04/01,2020/03/31,Studio
Kingston upon Thames,1080.0,1050.0,2019/04/01,2020/03/31,One Bedroom
Kingston upon Thames,1373.0,1350.0,2019/04/01,2020/03/31,Two Bedrooms
Kingston upon Thames,1718.0,1650.0,2019/04/01,2020/03/31,Three Bedrooms
Kingston upon Thames,2454.0,2263.0,2019/04/01,2020/03/31,Four or more Bedrooms
Kingston upon Thames,1306.0,1250.0,2019/04/01,2020/03/31,All categories
Kingston upon Thames,577.0,550.0,2020/04/01,2021/03/31,Room
Kingston upon Thames,856.0,850.0,2020/04/01,2021/03/31,Studio
Kingston upon Thames,1087.0,1100.0,2020/04/01,2021/03/31,One Bedroom
Kingston upon Thames,1373.0,1350.0,2020/04/01,2021/03/31,Two Bedrooms
Kingston upon Thames,1742.0,1700.0,2020/04/01,2021/03/31,Three Bedrooms
Kingston upon Thames,2466.0,2250.0,2020/04/01,2021/03/31,Four or more Bedrooms
Kingston upon Thames,1400.0,1300.0,2020/04/01,2021/03/31,All categories
Kingston upon Thames,556.0,548.0,2021/04/01,2022/03/31,Room
Kingston upon Thames,881.0,875.0,2021/04/01,2022/03/31,Studio
Kingston upon Thames,1089.0,1098.0,2021/04/01,2022/03/31,One Bedroom
Kingston upon Thames,1406.0,1350.0,2021/04/01,2022/03/31,Two Bedrooms
Kingston upon Thames,1838.0,1800.0,2021/04/01,2022/03/31,Three Bedrooms
Kingston upon Thames,2728.0,2500.0,2021/04/01,2022/03/31,Four or more Bedrooms
Kingston upon Thames,1519.0,1350.0,2021/04/01,2022/03/31,All categories
Kingston upon Thames,554.0,508.0,2018/10/01,2019/09/30,Room
Kingston upon Thames,853.0,850.0,2018/10/01,2019/09/30,Studio
Kingston upon Thames,1082.0,1050.0,2018/10/01,2019/09/30,One Bedroom
Kingston upon Thames,1354.0,1300.0,2018/10/01,2019/09/30,Two Bedrooms
Kingston upon Thames,1665.0,1625.0,2018/10/01,2019/09/30,Three Bedrooms
Kingston upon Thames,2852.0,2500.0,2018/10/01,2019/09/30,Four or more Bedrooms
Kingston upon Thames,1390.0,1277.0,2018/10/01,2019/09/30,All categories
Kingston upon Thames,534.0,548.0,2019/10/01,2020/09/30,Room
Kingston upon Thames,853.0,870.0,2019/10/01,2020/09/30,Studio
Kingston upon Thames,1090.0,1078.0,2019/10/01,2020/09/30,One Bedroom
Kingston upon Thames,1359.0,1333.0,2019/10/01,2020/09/30,Two Bedrooms
Kingston upon Thames,1707.0,1700.0,2019/10/01,2020/09/30,Three Bedrooms
Kingston upon Thames,2412.0,2200.0,2019/10/01,2020/09/30,Four or more Bedrooms
Kingston upon Thames,1288.0,1250.0,2019/10/01,2020/09/30,All categories
Kingston upon Thames,577.0,550.0,2020/10/01,2021/09/30,Room
Kingston upon Thames,867.0,850.0,2020/10/01,2021/09/30,Studio
Kingston upon Thames,1085.0,1098.0,2020/10/01,2021/09/30,One Bedroom
Kingston upon Thames,1390.0,1350.0,2020/10/01,2021/09/30,Two Bedrooms
Kingston upon Thames,1761.0,1725.0,2020/10/01,2021/09/30,Three Bedrooms
Kingston upon Thames,2504.0,2200.0,2020/10/01,2021/09/30,Four or more Bedrooms
Kingston upon Thames,1437.0,1305.0,2020/10/01,2021/09/30,All categories
Merton,594.0,555.0,2019/04/01,2020/03/31,Room
Merton,1040.0,950.0,2019/04/01,2020/03/31,Studio
Merton,1231.0,1250.0,2019/04/01,2020/03/31,One Bedroom
Merton,1538.0,1500.0,2019/04/01,2020/03/31,Two Bedrooms
Merton,1968.0,1898.0,2019/04/01,2020/03/31,Three Bedrooms
Merton,2749.0,2650.0,2019/04/01,2020/03/31,Four or more Bedrooms
Merton,1640.0,1495.0,2019/04/01,2020/03/31,All categories
Merton,690.0,700.0,2020/04/01,2021/03/31,Room
Merton,991.0,900.0,2020/04/01,2021/03/31,Studio
Merton,1216.0,1213.0,2020/04/01,2021/03/31,One Bedroom
Merton,1472.0,1431.0,2020/04/01,2021/03/31,Two Bedrooms
Merton,1891.0,1800.0,2020/04/01,2021/03/31,Three Bedrooms
Merton,2833.0,2525.0,2020/04/01,2021/03/31,Four or more Bedrooms
Merton,1620.0,1450.0,2020/04/01,2021/03/31,All categories
Merton,648.0,650.0,2021/04/01,2022/03/31,Room
Merton,926.0,900.0,2021/04/01,2022/03/31,Studio
Merton,1220.0,1200.0,2021/04/01,2022/03/31,One Bedroom
